00:00:00,488,0
00:00:01,259,0
00:00:02,488,0
00:00:03,509,0
00:00:04,60,0
00:00:05,619,0
00:00:06,334,156
00:00:07,383,0
00:00:08,839,0
00:00:09,455,0
00:00:10,331,0
00:00:11,632,90
00:00:12,1107,0
00:00:13,272,0
00:00:14,719,0
00:00:15,180,90
00:00:17,337,0
00:00:18,202,0
00:00:19,379,0
00:00:20,363,0
00:00:21,319,0
00:00:22,334,0
00:00:23,259,0
00:00:24,548,0
00:00:25,259,0
00:00:26,664,0
00:00:27,319,0
00:00:28,120,0
00:00:29,319,0
00:00:30,195,0
00:00:31,349,0
00:00:32,135,0
00:00:33,199,0
00:00:34,120,0
00:00:35,1050,0
00:00:36,976,0
00:00:37,443,0
00:00:38,548,0
00:00:39,514,0
00:00:40,372,0
00:00:41,349,0
00:00:42,1148,0
00:00:43,989,0
00:00:44,948,0
00:00:45,563,0
00:00:46,291,0
00:00:47,916,0
00:00:48,1339,0
00:00:49,510,0
00:00:50,659,0
00:00:51,424,0
00:00:53,620,101
00:00:54,463,0
00:00:55,1831,84
00:00:56,1125,0
00:00:57,627,0
00:00:58,668,42
00:00:59,6708,4267
00:01:00,938,0
00:01:01,259,90
00:01:02,518,66
00:01:03,139,0
00:01:04,3689,66
00:01:05,3607,0
00:01:06,528,0
00:01:07,1779,90
00:01:08,1258,0
00:01:09,599,0
00:01:10,1173,0
00:01:11,1463,0
00:01:12,1648,0
00:01:13,1721,0
00:01:14,980,0
00:01:15,319,0
00:01:16,120,0
00:01:17,1115,0
00:01:18,667,0
00:01:19,259,0
00:01:20,488,0
00:01:21,587,0
00:01:22,388,0
00:01:23,671,0
00:01:24,567,0
00:01:25,356,0
00:01:26,627,0
00:01:27,60,0
00:01:29,518,0
00:01:30,60,0
00:01:31,224,0
00:01:32,522,0
00:01:33,1531,0
00:01:34,243,0
00:01:35,1232,0
00:01:36,902,0
00:01:37,525,0
00:01:38,732,0
00:01:39,984,0
00:01:40,729,0
00:01:41,502,0
00:01:42,240,0
00:01:43,502,0
00:01:44,546,0
00:01:45,1268,0
00:01:46,120,0
00:01:47,1093,0
00:01:48,898,0
00:01:49,1043,0
00:01:50,823,0
00:01:51,495,0
00:01:52,120,101
00:01:53,621,0
00:01:54,120,0
00:01:55,1217,0
00:01:56,60,0
00:01:57,1165,156
00:01:58,608,0
00:01:59,1298,0
00:02:00,612,0
00:02:01,1085,0
00:02:02,2201574,56198
00:02:03,170,0
00:02:05,502,0
00:02:06,288,0
00:02:07,877,0
00:02:08,670,306
00:02:09,563,0
00:02:10,363,0
00:02:11,567,0
00:02:12,428,0
00:02:13,547,54
00:02:14,734,0
00:02:15,1247,0
00:02:16,152,0
00:02:17,1252,66
00:02:18,326,0
00:02:19,1009,0
00:02:20,739,0
00:02:21,411,0
00:02:22,760,84
00:02:23,687,54
00:02:24,60,0
00:02:25,747,0
00:02:26,479,0
00:02:27,199,0
00:02:28,180,0
00:02:29,319,0
00:02:30,120,0
00:02:31,791,0
00:02:32,152,0
00:02:33,351,54
00:02:34,60,0
00:02:35,777,0
00:02:36,1038,0
00:02:37,152,0
00:02:38,5558,4238
00:02:40,60,0
00:02:41,259,0
00:02:42,120,0
00:02:43,319,0
00:02:44,409,120
00:02:45,319,0
00:02:46,428,0
00:02:47,507,0
00:02:48,580,0
00:02:49,1203,0
00:02:50,996,0
00:02:51,635,0
00:02:52,326,90
00:02:53,392,167
00:02:54,120,54
00:02:55,319,0
00:02:56,378,0
00:02:57,259,0
00:02:58,1316,90
00:02:59,687,0
00:03:00,124,0
00:03:01,762,0
00:03:02,375,54
00:03:03,319,0
00:03:04,180,0
00:03:05,455,0
00:03:06,364,0
00:03:07,351,0
00:03:08,120,0
00:03:09,319,0
00:03:10,488,0
00:03:11,627,0
